"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "Condition"
"GO:0045839" "negative regulation of mitotic nuclear division" "12/359" "48/18570" 8.45925302601043e-11 4.82815856673237e-09 4.34471267631836e-09 "MTBP/NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 12 "PD_6"
"GO:0007094" "mitotic spindle assembly checkpoint signaling" "11/359" "38/18570" 9.13020381723475e-11 4.93194045484556e-09 4.43810283296411e-09 "NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 11 "PD_6"
"GO:0071173" "spindle assembly checkpoint signaling" "11/359" "38/18570" 9.13020381723475e-11 4.93194045484556e-09 4.43810283296411e-09 "NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 11 "PD_6"
"GO:0071174" "mitotic spindle checkpoint signaling" "11/359" "38/18570" 9.13020381723475e-11 4.93194045484556e-09 4.43810283296411e-09 "NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 11 "PD_6"
"GO:0031577" "spindle checkpoint signaling" "11/359" "39/18570" 1.24989360244369e-10 6.57615478224187e-09 5.91768117159721e-09 "NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 11 "PD_6"
"GO:0061982" "meiosis I cell cycle process" "18/359" "135/18570" 1.26088256981828e-10 6.57615478224187e-09 5.91768117159721e-09 "CDC25B/TDRD9/EME1/MRE11/RAD51C/CCNB2/CDC25C/RAD51AP1/SGO1/NDC80/SGO2/CKS2/TOP2A/PTTG1/AURKA/ESPL1/NDC1/PLK1" 18 "PD_6"
"GO:0071824" "protein-DNA complex subunit organization" "23/359" "232/18570" 1.54582875130829e-10 7.92564741136876e-09 7.13204844046964e-09 "TAF5/H3-3B/NAP1L1/RAD51C/CENPP/GTF2A2/HMGB2/MIS18A/CENPA/CENPK/HMGA1/CENPH/CENPE/HJURP/ITGB3BP/CENPW/OIP5/CENPF/DLGAP5/CENPI/HMGB1/SSRP1/NPM1" 23 "PD_6"
"GO:0045841" "negative regulation of mitotic metaphase/anaphase transition" "11/359" "40/18570" 1.69442227689575e-10 8.54271231268272e-09 7.68732632991649e-09 "NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 11 "PD_6"
"GO:0010948" "negative regulation of cell cycle process" "26/359" "300/18570" 1.90766375111168e-10 9.46013581493905e-09 8.51288776596168e-09 "RPL26/EME1/MTBP/MRE11/CDKN2D/TICRR/NDC80/MDC1/TRIAP1/NEK2/PTTG1/CENPF/TTK/ZWILCH/SPDL1/GTSE1/BUB1/BUB1B/NPM1/CCNF/ZWINT/ESPL1/CDK1/CCNB1/PLK1/AURKB" 26 "PD_6"
"GO:0000086" "G2/M transition of mitotic cell cycle" "18/359" "140/18570" 2.32312300749048e-10 1.13345920929979e-08 1.01996538155694e-08 "CDC25B/MRE11/DBF4B/RAD51C/CDC25C/TICRR/CIT/MELK/CENPF/KIF14/CCNA2/AURKA/CDK1/CCNB1/RRM1/PLK1/AURKB/FOXM1" 18 "PD_6"
"GO:0065004" "protein-DNA complex assembly" "21/359" "198/18570" 2.83072185050554e-10 1.35919580917131e-08 1.22309886472971e-08 "TAF5/H3-3B/NAP1L1/RAD51C/CENPP/GTF2A2/HMGB2/MIS18A/CENPA/CENPK/CENPH/CENPE/HJURP/ITGB3BP/CENPW/OIP5/CENPF/DLGAP5/CENPI/HMGB1/NPM1" 21 "PD_6"
"GO:0031055" "chromatin remodeling at centromere" "7/359" "11/18570" 2.94014124379851e-10 1.38967613476414e-08 1.2505271803393e-08 "H3-3B/CENPP/MIS18A/HJURP/ITGB3BP/CENPW/OIP5" 7 "PD_6"
"GO:1902100" "negative regulation of metaphase/anaphase transition of cell cycle" "11/359" "42/18570" 3.0307278549633e-10 1.41045411711753e-08 1.2692246531069e-08 "NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 11 "PD_6"
"GO:0051656" "establishment of organelle localization" "30/359" "403/18570" 3.08855039957688e-10 1.41558559980607e-08 1.27384231791161e-08 "BICD1/MKKS/NDE1/GPSM2/SDCBP/KIF18A/NUF2/NDC80/PSRC1/CENPA/CENPE/NUSAP1/CENPF/DLGAP5/SPDL1/KIF2C/NUP88/KIFC1/KIF14/SPAG5/NPM1/CDCA8/SAPCD2/ESPL1/INCENP/CCNB1/KIF22/FAM83D/PLK1/AURKB" 30 "PD_6"
"GO:0051784" "negative regulation of nuclear division" "12/359" "55/18570" 4.71723255077948e-10 2.12979529344895e-08 1.91653784388307e-08 "MTBP/NDC80/CENPF/TTK/ZWILCH/SPDL1/BUB1/BUB1B/ZWINT/CCNB1/PLK1/AURKB" 12 "PD_6"
"GO:0007127" "meiosis I" "17/359" "129/18570" 5.00267774475835e-10 2.22545590851382e-08 2.00261991454258e-08 "CDC25B/TDRD9/EME1/MRE11/RAD51C/CCNB2/RAD51AP1/SGO1/NDC80/SGO2/CKS2/TOP2A/PTTG1/AURKA/ESPL1/NDC1/PLK1" 17 "PD_6"
"GO:0071459" "protein localization to chromosome, centromeric region" "9/359" "25/18570" 5.30793433303948e-10 2.32702918223832e-08 2.09402260644395e-08 "MTBP/NDC80/CENPA/TTK/KNL1/ZWILCH/SPDL1/CDK1/AURKB" 9 "PD_6"
"GO:0000075" "cell cycle checkpoint signaling" "19/359" "170/18570" 8.32833797441506e-10 3.59903176751508e-08 3.23865894764471e-08 "RPL26/EME1/MRE11/TICRR/NDC80/MDC1/TRIAP1/CENPF/TTK/ZWILCH/SPDL1/GTSE1/BUB1/BUB1B/ZWINT/CDK1/CCNB1/PLK1/AURKB" 19 "PD_6"
"GO:0034501" "protein localization to kinetochore" "8/359" "19/18570" 1.13320931164857e-09 4.76105301074571e-08 4.28432643263625e-08 "MTBP/NDC80/TTK/KNL1/ZWILCH/SPDL1/CDK1/AURKB" 8 "PD_6"
"GO:1903083" "protein localization to condensed chromosome" "8/359" "19/18570" 1.13320931164857e-09 4.76105301074571e-08 4.28432643263625e-08 "MTBP/NDC80/TTK/KNL1/ZWILCH/SPDL1/CDK1/AURKB" 8 "PD_6"
"GO:2001252" "positive regulation of chromosome organization" "14/359" "89/18570" 1.62847287589873e-09 6.74812390355296e-08 6.07243094026549e-08 "MRE11/PKIB/HNRNPD/NEK2/SSBP1/CCT6A/CCT5/NCAPD2/HNRNPA2B1/SMC4/NCAPH/SMC2/NCAPG/AURKB" 14 "PD_6"
"GO:0030261" "chromosome condensation" "11/359" "49/18570" 1.82771096740918e-09 7.47138604920645e-08 6.7232724917783e-08 "H3-3B/TOP2A/NUSAP1/NCAPD2/SMC4/NCAPH/CDK1/SMC2/NCAPG/NCAPG2/PLK1" 11 "PD_6"
"GO:1901989" "positive regulation of cell cycle phase transition" "16/359" "123/18570" 1.97782870997001e-09 7.97724246354571e-08 7.17847725471221e-08 "CDC25B/SASS6/MTBP/DBF4B/RAD51C/CDC25C/ANAPC7/PAF1/DLGAP5/UBE2C/NPM1/ESPL1/CDK1/CCNB1/RRM1/FAM83D" 16 "PD_6"
"GO:0045786" "negative regulation of cell cycle" "28/359" "386/18570" 2.20390749556086e-09 8.77213180798895e-08 7.89377393839388e-08 "RPL26/EME1/MTBP/MRE11/CEBPA/CDKN2D/CDKN2C/TICRR/NDC80/MDC1/TRIAP1/NEK2/PTTG1/CENPF/TTK/ZWILCH/SPDL1/GTSE1/BUB1/BUB1B/NPM1/CCNF/ZWINT/ESPL1/CDK1/CCNB1/PLK1/AURKB" 28 "PD_6"
"GO:1902749" "regulation of cell cycle G2/M phase transition" "15/359" "108/18570" 2.52855473957218e-09 9.93360790546213e-08 8.9389508633406e-08 "CDC25B/MRE11/DBF4B/RAD51C/CDC25C/TICRR/CENPF/KIF14/NPM1/AURKA/CDK1/CCNB1/RRM1/PLK1/AURKB" 15 "PD_6"
"GO:0051052" "regulation of DNA metabolic process" "31/359" "472/18570" 3.24771472082794e-09 1.25953038852622e-07 1.13341299164117e-07 "CCDC88A/ZRANB3/POLH/NUCKS1/MRE11/DBF4B/PKIB/FANCB/HNRNPD/PIF1/TICRR/RAD51AP1/MIS18A/CHTF18/NEK2/PRMT5/SSBP1/CCT6A/ESCO2/CCT5/ALYREF/HNRNPA2B1/HMGB1/GINS4/CCNA2/KPNA2/NPM1/CDK1/POLQ/AURKB/FOXM1" 31 "PD_6"
"GO:0010389" "regulation of G2/M transition of mitotic cell cycle" "14/359" "97/18570" 5.18905215454362e-09 1.98694718575879e-07 1.78799318742836e-07 "CDC25B/MRE11/DBF4B/RAD51C/CDC25C/TICRR/CENPF/KIF14/AURKA/CDK1/CCNB1/RRM1/PLK1/AURKB" 14 "PD_6"
"GO:0007143" "female meiotic nuclear division" "9/359" "32/18570" 6.46651852676337e-09 2.43002157484251e-07 2.18670232015406e-07 "CDC25B/RAD51C/CCNB2/NDC80/TOP2A/TTK/NCAPH/AURKA/PLK1" 9 "PD_6"
"GO:0010639" "negative regulation of organelle organization" "26/359" "354/18570" 6.50683463015681e-09 2.43002157484251e-07 2.18670232015406e-07 "MKKS/GHITM/H3-3B/MTBP/MPHOSPH9/PIF1/KIF24/CKAP2/NDC80/TRIAP1/TOP2A/PTTG1/CENPF/TTK/TPX2/ZWILCH/SPDL1/BUB1/BUB1B/NPM1/CCNF/ZWINT/ESPL1/CCNB1/PLK1/AURKB" 26 "PD_6"
"GO:0090307" "mitotic spindle assembly" "12/359" "69/18570" 7.43328464121755e-09 2.74215683410769e-07 2.46758332248891e-07 "KIF15/NEK2/MYBL2/KIF11/TPX2/PRC1/KIFC1/CDC20/KIF4A/RACGAP1/PLK1/AURKB" 12 "PD_6"
"GO:0006403" "RNA localization" "19/359" "195/18570" 8.35812491116028e-09 3.04618407906745e-07 2.74116816997597e-07 "BICD1/HNRNPA1L2/NUP107/MRPL18/CKAP5/NUP205/YBX1/HNRNPA3/EIF5A/CCT6A/CCT5/ALYREF/NHP2/FBL/HNRNPA2B1/NUP88/NPM1/DDX39A/NDC1" 19 "PD_6"
"GO:0000281" "mitotic cytokinesis" "12/359" "71/18570" 1.04277102320041e-08 3.75521707759671e-07 3.37920534585997e-07 "CKAP2/CENPA/CIT/KIF20A/NUSAP1/KIF20B/KIF4A/RACGAP1/ESPL1/INCENP/ANLN/PLK1" 12 "PD_6"
"GO:0040001" "establishment of mitotic spindle localization" "9/359" "35/18570" 1.54659491270928e-08 5.50405836581832e-07 4.95293429630489e-07 "NDE1/GPSM2/NDC80/CENPA/NUSAP1/SPDL1/SAPCD2/ESPL1/PLK1" 9 "PD_6"
"GO:0060623" "regulation of chromosome condensation" "6/359" "11/18570" 2.13199498782444e-08 7.4991684164755e-07 6.74827299695716e-07 "H3-3B/NCAPD2/SMC4/NCAPH/SMC2/NCAPG" 6 "PD_6"
"GO:0051382" "kinetochore assembly" "7/359" "18/18570" 2.52246254309947e-08 8.77063125617918e-07 7.89242363757438e-07 "CENPA/CENPK/CENPH/CENPE/CENPW/CENPF/DLGAP5" 7 "PD_6"
"GO:0071897" "DNA biosynthetic process" "18/359" "188/18570" 2.72571240084831e-08 9.2876487043135e-07 8.35767187450359e-07 "POLH/MRE11/LIN9/PKIB/HNRNPD/CDKN2D/PIF1/CHTF18/NEK2/CCT6A/CCT5/NHP2/CENPF/HNRNPA2B1/GINS4/PCLAF/POLQ/AURKB" 18 "PD_6"
"GO:0034502" "protein localization to chromosome" "13/359" "93/18570" 2.73256441217819e-08 9.2876487043135e-07 8.35767187450359e-07 "MTBP/NDC80/CENPA/CCT6A/ESCO2/CCT5/TTK/KNL1/ZWILCH/SPDL1/CDK1/PLK1/AURKB" 13 "PD_6"
"GO:0006260" "DNA replication" "22/359" "280/18570" 2.94800157861129e-08 9.90856086144352e-07 8.91641179215065e-07 "CCDC88A/ZRANB3/EME1/POLH/NUCKS1/MRE11/DBF4B/NAP1L1/PIF1/TICRR/CHTF18/HMGA1/SSBP1/ESCO2/ALYREF/GINS4/PCLAF/SSRP1/CCNA2/CDK1/POLQ/RRM1" 22 "PD_6"
"GO:0007062" "sister chromatid cohesion" "11/359" "63/18570" 3.03299912392395e-08 1.00822223624944e-06 9.07268448174359e-07 "MRE11/RAD51C/SGO1/SGO2/ESCO2/BUB1/BUB1B/CDC20/ESPL1/KIF22/PLK1" 11 "PD_6"
"GO:0045930" "negative regulation of mitotic cell cycle" "20/359" "234/18570" 3.1510396021958e-08 1.03607552137416e-06 9.32332770169147e-07 "RPL26/EME1/MTBP/MRE11/TICRR/NDC80/MDC1/TRIAP1/CENPF/TTK/ZWILCH/SPDL1/GTSE1/BUB1/BUB1B/ZWINT/CDK1/CCNB1/PLK1/AURKB" 20 "PD_6"
"GO:0007098" "centrosome cycle" "15/359" "131/18570" 3.68758031572193e-08 1.19945488764074e-06 1.07935288018754e-06 "NDE1/ODF2/SASS6/CKAP5/SGO1/NDC80/NEK2/RANBP1/KIF11/PCLAF/NPM1/CCNF/AURKA/CDK1/PLK1" 15 "PD_6"
"GO:0007076" "mitotic chromosome condensation" "7/359" "19/18570" 3.92779515006135e-08 1.26399790733357e-06 1.13743317559447e-06 "NUSAP1/NCAPD2/SMC4/NCAPH/SMC2/NCAPG/PLK1" 7 "PD_6"
"GO:0032392" "DNA geometric change" "13/359" "96/18570" 4.033222267726e-08 1.28426287998644e-06 1.15566900657501e-06 "ZRANB3/MRE11/PIF1/HMGB2/CHTF18/HMGA1/SSBP1/TOP2A/ERCC6L/HNRNPA2B1/HMGB1/GINS4/POLQ" 13 "PD_6"
"GO:0000910" "cytokinesis" "17/359" "174/18570" 4.94118670370477e-08 1.55698851861531e-06 1.40108649295839e-06 "CDC25B/CKAP2/CENPA/CIT/KIF20A/NUSAP1/KIF20B/PRC1/KIF14/KIF4A/AURKA/RACGAP1/ESPL1/INCENP/ANLN/PLK1/AURKB" 17 "PD_6"
"GO:0000079" "regulation of cyclin-dependent protein serine/threonine kinase activity" "13/359" "98/18570" 5.18614537313518e-08 1.61732884059113e-06 1.45538490883642e-06 "CEBPA/CCNB2/CDKN2D/CDKN2C/CDC25C/CKS1B/PSRC1/CKS2/CCNA2/CCNF/CDKN3/CCNB1/PLK1" 13 "PD_6"
"GO:0061640" "cytoskeleton-dependent cytokinesis" "13/359" "100/18570" 6.6276097598238e-08 2.02510298216838e-06 1.82232842518919e-06 "CKAP2/CENPA/CIT/KIF20A/NUSAP1/KIF20B/KIF4A/RACGAP1/ESPL1/INCENP/ANLN/PLK1/AURKB" 13 "PD_6"
"GO:1901992" "positive regulation of mitotic cell cycle phase transition" "13/359" "100/18570" 6.6276097598238e-08 2.02510298216838e-06 1.82232842518919e-06 "CDC25B/SASS6/MTBP/DBF4B/RAD51C/CDC25C/ANAPC7/DLGAP5/UBE2C/ESPL1/CDK1/CCNB1/RRM1" 13 "PD_6"
"GO:1904029" "regulation of cyclin-dependent protein kinase activity" "13/359" "101/18570" 7.47555934908475e-08 2.26135670309814e-06 2.03492594491928e-06 "CEBPA/CCNB2/CDKN2D/CDKN2C/CDC25C/CKS1B/PSRC1/CKS2/CCNA2/CCNF/CDKN3/CCNB1/PLK1" 13 "PD_6"
"GO:0051988" "regulation of attachment of spindle microtubules to kinetochore" "6/359" "13/18570" 7.66322668806141e-08 2.29517432984018e-06 2.06535739607366e-06 "NEK2/KNSTRN/SPAG5/RACGAP1/CCNB1/AURKB" 6 "PD_6"
"GO:0032886" "regulation of microtubule-based process" "20/359" "248/18570" 8.26811869809201e-08 2.45206461389494e-06 2.20653817887161e-06 "BICD1/MKKS/SASS6/RANGRF/GPSM2/KIF18A/CKAP5/BORA/CKAP2/MAPRE2/PSRC1/KIF15/TPX2/SKA3/SPAG5/NPM1/CCNF/AURKA/TACC3/PLK1" 20 "PD_6"
"GO:0051653" "spindle localization" "10/359" "55/18570" 8.68655189990077e-08 2.55114752399998e-06 2.2956998684868e-06 "NDE1/GPSM2/NDC80/CENPA/NUSAP1/SPDL1/ASPM/SAPCD2/ESPL1/PLK1" 10 "PD_6"
"GO:0071103" "DNA conformation change" "13/359" "103/18570" 9.46991510095307e-08 2.75447049811375e-06 2.47866401326565e-06 "ZRANB3/MRE11/PIF1/HMGB2/CHTF18/HMGA1/SSBP1/TOP2A/ERCC6L/HNRNPA2B1/HMGB1/GINS4/POLQ" 13 "PD_6"
"GO:1902751" "positive regulation of cell cycle G2/M phase transition" "8/359" "31/18570" 9.65620468585901e-08 2.78190658806891e-06 2.50335291404826e-06 "CDC25B/DBF4B/RAD51C/CDC25C/NPM1/CDK1/CCNB1/RRM1" 8 "PD_6"
"GO:1901991" "negative regulation of mitotic cell cycle phase transition" "17/359" "183/18570" 1.03624804593512e-07 2.95721730089976e-06 2.66110967903499e-06 "RPL26/MRE11/TICRR/NDC80/TRIAP1/CENPF/TTK/ZWILCH/SPDL1/GTSE1/BUB1/BUB1B/ZWINT/CDK1/CCNB1/PLK1/AURKB" 17 "PD_6"
"GO:1901988" "negative regulation of cell cycle phase transition" "20/359" "254/18570" 1.22339172804241e-07 3.45865418441897e-06 3.11233744094213e-06 "RPL26/EME1/MRE11/CDKN2D/TICRR/NDC80/MDC1/TRIAP1/CENPF/TTK/ZWILCH/SPDL1/GTSE1/BUB1/BUB1B/ZWINT/CDK1/CCNB1/PLK1/AURKB" 20 "PD_6"
"GO:0070192" "chromosome organization involved in meiotic cell cycle" "11/359" "72/18570" 1.27444046444852e-07 3.56961333792293e-06 3.21218619986731e-06 "MRE11/RAD51C/SGO1/SGO2/NCAPD2/BUB1/BUB1B/SMC4/NCAPH/NDC1/SMC2" 11 "PD_6"
"GO:0031023" "microtubule organizing center organization" "15/359" "145/18570" 1.43923873533319e-07 3.99421759117697e-06 3.59427462054237e-06 "NDE1/ODF2/SASS6/CKAP5/SGO1/NDC80/NEK2/RANBP1/KIF11/PCLAF/NPM1/CCNF/AURKA/CDK1/PLK1" 15 "PD_6"
"GO:0006336" "DNA replication-independent chromatin assembly" "8/359" "33/18570" 1.64306807937495e-07 4.5184372182811e-06 4.06600387872116e-06 "H3-3B/CENPP/MIS18A/HJURP/HAT1/ITGB3BP/CENPW/OIP5" 8 "PD_6"
"GO:0034724" "DNA replication-independent chromatin organization" "8/359" "34/18570" 2.11266849110248e-07 5.757497464491e-06 5.18099641345758e-06 "H3-3B/CENPP/MIS18A/HJURP/HAT1/ITGB3BP/CENPW/OIP5" 8 "PD_6"
"GO:0070507" "regulation of microtubule cytoskeleton organization" "15/359" "152/18570" 2.67715889659346e-07 7.23071934124574e-06 6.50670385957772e-06 "BICD1/RANGRF/GPSM2/KIF18A/CKAP5/BORA/CKAP2/MAPRE2/PSRC1/KIF15/TPX2/SKA3/SPAG5/TACC3/PLK1" 15 "PD_6"
"GO:0010638" "positive regulation of organelle organization" "28/359" "487/18570" 3.09999544621135e-07 8.29866037591977e-06 7.46771143353755e-06 "CCDC88A/SASS6/MRE11/GPSM2/SDCBP/LNPK/PKIB/HNRNPD/CKAP5/RAD51AP1/PSRC1/ANAPC7/NEK2/SSBP1/CCT6A/CCT5/NUSAP1/DLGAP5/NCAPD2/HNRNPA2B1/SMC4/NCAPH/SPAG5/AURKA/ESPL1/SMC2/NCAPG/AURKB" 28 "PD_6"
"GO:0051293" "establishment of spindle localization" "9/359" "50/18570" 4.25010486084633e-07 1.12776905298773e-05 1.01484498339322e-05 "NDE1/GPSM2/NDC80/CENPA/NUSAP1/SPDL1/SAPCD2/ESPL1/PLK1" 9 "PD_6"
"GO:0045144" "meiotic sister chromatid segregation" "5/359" "10/18570" 6.11147663799446e-07 1.59372558878735e-05 1.43414506223718e-05 "RAD51C/SGO1/SGO2/BUB1/BUB1B" 5 "PD_6"
"GO:0051177" "meiotic sister chromatid cohesion" "5/359" "10/18570" 6.11147663799446e-07 1.59372558878735e-05 1.43414506223718e-05 "RAD51C/SGO1/SGO2/BUB1/BUB1B" 5 "PD_6"
"GO:0031109" "microtubule polymerization or depolymerization" "13/359" "123/18570" 7.67584255747005e-07 1.9845661313117e-05 1.78585054913338e-05 "NDE1/RANGRF/TUBGCP4/KIF18A/CKAP5/KIF24/CKAP2/MAPRE2/PSRC1/KIF18B/TPX2/KIF2C/SKA3" 13 "PD_6"
"GO:0010971" "positive regulation of G2/M transition of mitotic cell cycle" "7/359" "28/18570" 7.9438352196165e-07 2.03644928299491e-05 1.83253861533705e-05 "CDC25B/DBF4B/RAD51C/CDC25C/CDK1/CCNB1/RRM1" 7 "PD_6"
"GO:0000377" "RNA splicing, via transesterification reactions with bulged adenosine as nucleophile" "21/359" "314/18570" 8.96392884796206e-07 2.2596570637571e-05 2.03339649130087e-05 "CWF19L2/GEMIN2/CWC22/JMJD6/RBM22/HNRNPH3/MBNL1/SNRPA/PRMT5/C1QBP/PPIL1/HNRNPA3/HNRNPR/HNRNPL/DCPS/SNRPB/ALYREF/PPIH/HNRNPA2B1/SNRPF/DDX39A" 21 "PD_6"
"GO:0000398" "mRNA splicing, via spliceosome" "21/359" "314/18570" 8.96392884796206e-07 2.2596570637571e-05 2.03339649130087e-05 "CWF19L2/GEMIN2/CWC22/JMJD6/RBM22/HNRNPH3/MBNL1/SNRPA/PRMT5/C1QBP/PPIL1/HNRNPA3/HNRNPR/HNRNPL/DCPS/SNRPB/ALYREF/PPIH/HNRNPA2B1/SNRPF/DDX39A" 21 "PD_6"
"GO:0008380" "RNA splicing" "25/359" "429/18570" 1.06218380125816e-06 2.65545950314539e-05 2.38956703788916e-05 "CWF19L2/GEMIN2/CWC22/JMJD6/RBM22/HNRNPA1L2/PRMT1/HNRNPH3/MBNL1/SNRPA/PRMT5/C1QBP/YBX1/PPIL1/HNRNPA3/HNRNPR/HNRNPL/DCPS/SNRPB/ALYREF/TTF2/PPIH/HNRNPA2B1/SNRPF/DDX39A" 25 "PD_6"
"GO:0000375" "RNA splicing, via transesterification reactions" "21/359" "318/18570" 1.09962536065531e-06 2.68998310094329e-05 2.42063377087059e-05 "CWF19L2/GEMIN2/CWC22/JMJD6/RBM22/HNRNPH3/MBNL1/SNRPA/PRMT5/C1QBP/PPIL1/HNRNPA3/HNRNPR/HNRNPL/DCPS/SNRPB/ALYREF/PPIH/HNRNPA2B1/SNRPF/DDX39A" 21 "PD_6"
"GO:0007135" "meiosis II" "5/359" "11/18570" 1.10267075873378e-06 2.68998310094329e-05 2.42063377087059e-05 "RAD51C/SGO1/SGO2/BUB1/BUB1B" 5 "PD_6"
"GO:0061983" "meiosis II cell cycle process" "5/359" "11/18570" 1.10267075873378e-06 2.68998310094329e-05 2.42063377087059e-05 "RAD51C/SGO1/SGO2/BUB1/BUB1B" 5 "PD_6"
"GO:0045931" "positive regulation of mitotic cell cycle" "13/359" "128/18570" 1.21316778070943e-06 2.93586602931682e-05 2.64189632077018e-05 "CDC25B/SASS6/MTBP/DBF4B/RAD51C/CDC25C/ANAPC7/DLGAP5/UBE2C/ESPL1/CDK1/CCNB1/RRM1" 13 "PD_6"
"GO:0000132" "establishment of mitotic spindle orientation" "7/359" "30/18570" 1.321108234354e-06 3.17170826104829e-05 2.85412355391766e-05 "NDE1/GPSM2/NDC80/CENPA/SPDL1/SAPCD2/PLK1" 7 "PD_6"
"GO:0090224" "regulation of spindle organization" "8/359" "43/18570" 1.44975020967227e-06 3.45314518445561e-05 3.10738005985288e-05 "GPSM2/BORA/PSRC1/KIF15/TPX2/SPAG5/TACC3/PLK1" 8 "PD_6"
"GO:0044771" "meiotic cell cycle phase transition" "5/359" "12/18570" 1.86033132677604e-06 4.36240485542444e-05 3.92559511305006e-05 "CDC25B/CCNB2/CDC25C/NDC80/TTK" 5 "PD_6"
"GO:0051255" "spindle midzone assembly" "5/359" "12/18570" 1.86033132677604e-06 4.36240485542444e-05 3.92559511305006e-05 "PRC1/KIF4A/RACGAP1/INCENP/AURKB" 5 "PD_6"
"GO:0050657" "nucleic acid transport" "14/359" "158/18570" 2.45471007234024e-06 5.66831906017498e-05 5.10074748659852e-05 "HNRNPA1L2/NUP107/MRPL18/CKAP5/NUP205/YBX1/HNRNPA3/EIF5A/ALYREF/HNRNPA2B1/NUP88/NPM1/DDX39A/NDC1" 14 "PD_6"
"GO:0050658" "RNA transport" "14/359" "158/18570" 2.45471007234024e-06 5.66831906017498e-05 5.10074748659852e-05 "HNRNPA1L2/NUP107/MRPL18/CKAP5/NUP205/YBX1/HNRNPA3/EIF5A/ALYREF/HNRNPA2B1/NUP88/NPM1/DDX39A/NDC1" 14 "PD_6"
"GO:0043486" "histone exchange" "6/359" "22/18570" 2.87537406694029e-06 6.58939890340483e-05 5.92959915239839e-05 "CENPP/MIS18A/HJURP/ITGB3BP/CENPW/OIP5" 6 "PD_6"
"GO:0051236" "establishment of RNA localization" "14/359" "161/18570" 3.06647243479724e-06 6.97449557538471e-05 6.27613590533096e-05 "HNRNPA1L2/NUP107/MRPL18/CKAP5/NUP205/YBX1/HNRNPA3/EIF5A/ALYREF/HNRNPA2B1/NUP88/NPM1/DDX39A/NDC1" 14 "PD_6"
"GO:0006397" "mRNA processing" "26/359" "491/18570" 3.78000365937682e-06 8.53321721613051e-05 7.67878198204907e-05 "SLTM/CWF19L2/GEMIN2/CWC22/JMJD6/RBM22/HNRNPA1L2/HNRNPH3/MBNL1/SNRPA/PAF1/PRMT5/C1QBP/YBX1/PPIL1/HNRNPA3/HNRNPR/HNRNPL/DCPS/SNRPB/ALYREF/TTF2/PPIH/HNRNPA2B1/SNRPF/DDX39A" 26 "PD_6"
"GO:0007100" "mitotic centrosome separation" "5/359" "14/18570" 4.55470875894043e-06 0.000102059214783665 9.18399754434303e-05 "NDE1/NEK2/RANBP1/KIF11/AURKA" 5 "PD_6"
"GO:0051294" "establishment of spindle orientation" "7/359" "36/18570" 4.90263598926957e-06 0.000109047601967209 9.81286119833677e-05 "NDE1/GPSM2/NDC80/CENPA/SPDL1/SAPCD2/PLK1" 7 "PD_6"
"GO:0032206" "positive regulation of telomere maintenance" "8/359" "52/18570" 6.46598415615228e-06 0.000142770818046428 0.000128475105861005 "MRE11/PKIB/HNRNPD/NEK2/CCT6A/CCT5/HNRNPA2B1/AURKB" 8 "PD_6"
"GO:0000212" "meiotic spindle organization" "5/359" "15/18570" 6.72391290995188e-06 0.000145284546804317 0.000130737133722824 "CCNB2/NDC80/ASPM/AURKA/ESPL1" 5 "PD_6"
"GO:0051299" "centrosome separation" "5/359" "15/18570" 6.72391290995188e-06 0.000145284546804317 0.000130737133722824 "NDE1/NEK2/RANBP1/KIF11/AURKA" 5 "PD_6"
"GO:0051315" "attachment of mitotic spindle microtubules to kinetochore" "5/359" "15/18570" 6.72391290995188e-06 0.000145284546804317 0.000130737133722824 "NUF2/NDC80/CENPE/KIF2C/AURKB" 5 "PD_6"
"GO:0042254" "ribosome biogenesis" "19/359" "301/18570" 6.88453366124573e-06 0.000147700101597648 0.000132910817827409 "RPS6/RPS17/RPL26/PIH1D2/RPL5/RPS16/RPSA/RPS7/NPM3/RPL27/LAS1L/C1QBP/NHP2/RPL14/FBL/RPL6/NUP88/RPL35/NPM1" 19 "PD_6"
"GO:0060236" "regulation of mitotic spindle organization" "7/359" "39/18570" 8.59411243776762e-06 0.000183078803691881 0.000164747033091676 "GPSM2/BORA/PSRC1/KIF15/TPX2/TACC3/PLK1" 7 "PD_6"
